file,line,severity,type,issue,fix
apps/web/src/components/chat/window/AdvancedChatWindow.tsx,388,MED,Interactive without role,"onClick={() => {","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/chat/window/Buttons.tsx,25,MED,Interactive without role,"onClick={() => {","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/chat/window/Buttons.tsx,37,MED,Interactive without role,"onClick?: () => void;","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/chat/window/Buttons.tsx,40,MED,Interactive without role,"onClick }: ReactionButtonProps): JSX.Element {","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/chat/window/Buttons.tsx,50,MED,Interactive without role,"onClick={onClick}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/chat/window/ChatHeader.tsx,46,MED,Interactive without role,"onClick={onBack}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/chat/window/ChatHeader.tsx,82,MED,Interactive without role,"onClick={() => {","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/chat/window/ChatHeader.tsx,91,MED,Interactive without role,"onClick={async () => {","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/chat/window/ChatInputBar.tsx,84,MED,Interactive without role,"onClick={() => {","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/chat/window/ChatInputBar.tsx,92,MED,Interactive without role,"onClick={onShareLocation} className=""shrink-0"">","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/chat/window/ChatInputBar.tsx,153,MED,Interactive without role,"onClick={() => {","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/chat/window/ChatInputBar.tsx,201,MED,Interactive without role,"onClick={() => {","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/chat/window/LiveRegions.tsx,113,MED,Interactive without role,"onClick={handleClick}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/chat/window/MessageItem.tsx,180,BLOCKER,Missing Alt Text,"<img","Add alt attribute"
apps/web/src/components/chat/window/MessageItem.tsx,205,MED,Interactive without role,"onClick={() => {","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/chat/window/TemplatePanel.tsx,29,MED,Interactive without role,"onClick={onClose}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/chat/window/TemplatePanel.tsx,59,MED,Interactive without role,"onClick={() => {","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/community/AppealDialog.tsx,95,MED,Hardcoded Spacing,"className=""sm:max-w-[","Use spacing tokens (--space-*)"
apps/web/src/components/community/AppealDialog.tsx,158,MED,Interactive without role,"onClick={handleClose}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/community/AppealDialog.tsx,165,MED,Interactive without role,"onClick={handleSubmit}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/community/CommentsSheet.tsx,139,MED,Hardcoded Spacing,"className=""h-[","Use spacing tokens (--space-*)"
apps/web/src/components/community/CommentsSheet.tsx,263,MED,Hardcoded Spacing,"className=""min-h-[44px] max-h-[","Use spacing tokens (--space-*)"
apps/web/src/components/community/CommentsSheet.tsx,413,HIGH,Missing A11y Label (button),"<button","Add aria-label or title attribute"
apps/web/src/components/community/CommentsSheet.tsx,429,HIGH,Missing A11y Label (button),"<button","Add aria-label or title attribute"
apps/web/src/components/community/CommentsSheet.tsx,437,HIGH,Missing A11y Label (button),"<button","Add aria-label or title attribute"
apps/web/src/components/community/CommentsSheet.tsx,151,MED,Interactive without role,"onClick={() => onOpenChange(false)}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/community/CommentsSheet.tsx,241,MED,Interactive without role,"onClick={handleCancelReply}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/community/CommentsSheet.tsx,267,MED,Interactive without role,"onClick={handleSubmit}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/community/CommentsSheet.tsx,413,MED,Interactive without role,"onClick={handleLike} className=""flex items-center gap-1 group/like focus:outline-none focus-visible:ring-2 focus-visible:ring-offset-2 focus-visible:ring-(--color-focus-ring)"">","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/community/CommentsSheet.tsx,430,MED,Interactive without role,"onClick={() => onReply(comment)}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/community/MediaViewer.tsx,685,MED,Hardcoded Spacing,"className=""text-white text-sm font-medium min-w-[","Use spacing tokens (--space-*)"
apps/web/src/components/community/MediaViewer.tsx,697,MED,Hardcoded Spacing,"className=""text-white/60 text-sm min-w-[","Use spacing tokens (--space-*)"
apps/web/src/components/community/MediaViewer.tsx,774,HIGH,Missing A11y Label (button),"<button","Add aria-label or title attribute"
apps/web/src/components/community/MediaViewer.tsx,723,BLOCKER,Missing Alt Text,"<img","Add alt attribute"
apps/web/src/components/community/MediaViewer.tsx,580,MED,Interactive without role,"onClick={() => onOpenChange(false)}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/community/MediaViewer.tsx,599,MED,Interactive without role,"onClick={() => {","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/community/MediaViewer.tsx,609,MED,Interactive without role,"onClick={() => {","Ensure proper semantic HTML or role/aria attributes"
